"","Voyage","Deployment","Acc","Taxa","CAAB","weight_g","Count","sub","comment","Storage_temp","Preservative","Container name","ACat","Taxa_Groups","Message ID","Latitude","Longitude","Site","Net_Name","Depth_Stratum","daylight","date_start","lat_decdeg_start","DateR_start","long_decdeg_start","lat_decdeg_stop","long_decdeg_stop","Site_stop","date_stop","DateR_stop","towtime","Speed_mpm","distance_m","VolumeFiltered_m3"
"1487","in2020_v08",21,26,"Mixed Prawn larvae",NA,0.5,10,NA,NA,"-20 degC",NA,"Plastic Bag","Prawn","Crustaceans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488","in2020_v08",21,28,"Remainder",NA,100,NA,NA,NA,"Ambient","discarded onboard",NA,"Tunicates","Tunicates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489","in2020_v08",21,42,"Larval Fish",NA,1,2,"silver","black","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490","in2020_v08",21,43,"Larval Fish",NA,1,NA,"clear","#","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491","in2020_v08",22,34,"Bathylagus tenuis",NA,10,3,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish",308,"47  04.39 S","141  20.91 E","SOTS","RMT16","Lmeso","Day",2020-12-20 02:51:00,-46.9268333333333,"20/12/2020 2:51",-140.6515,-46.9575,-140.681333333333,"SOTS",2020-12-20 04:51:00,"20/12/2020 4:51",120,30.867284,3704.07408,59265.18528
"1492","in2020_v08",22,46,"Larval Fish",NA,0.5,6,"silver","and","-20 degC",NA,"Plastic Bag","Fish","Fish",308,"47  04.39 S","141  20.91 E","SOTS","RMT16","Lmeso","Day",2020-12-20 02:51:00,-46.9268333333333,"20/12/2020 2:51",-140.6515,-46.9575,-140.681333333333,"SOTS",2020-12-20 04:51:00,"20/12/2020 4:51",120,30.867284,3704.07408,59265.18528
"1493","in2020_v08",22,47,"Fish",NA,1,10,"fish","undifferentiated","-20 degC",NA,"Plastic Bag","Fish","Fish",308,"47  04.39 S","141  20.91 E","SOTS","RMT16","Lmeso","Day",2020-12-20 02:51:00,-46.9268333333333,"20/12/2020 2:51",-140.6515,-46.9575,-140.681333333333,"SOTS",2020-12-20 04:51:00,"20/12/2020 4:51",120,30.867284,3704.07408,59265.18528
"1494","in2020_v08",22,48,"Fish",NA,1,5,"different","species","-20 degC",NA,"Plastic Bag","Fish","Fish",308,"47  04.39 S","141  20.91 E","SOTS","RMT16","Lmeso","Day",2020-12-20 02:51:00,-46.9268333333333,"20/12/2020 2:51",-140.6515,-46.9575,-140.681333333333,"SOTS",2020-12-20 04:51:00,"20/12/2020 4:51",120,30.867284,3704.07408,59265.18528
"1495","in2020_v08",22,49,"Hydromedusa",NA,0.5,19,"burgundery","colour","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous_Active",308,"47  04.39 S","141  20.91 E","SOTS","RMT16","Lmeso","Day",2020-12-20 02:51:00,-46.9268333333333,"20/12/2020 2:51",-140.6515,-46.9575,-140.681333333333,"SOTS",2020-12-20 04:51:00,"20/12/2020 4:51",120,30.867284,3704.07408,59265.18528
"1496","in2020_v08",22,50,"Hydromedusa",NA,16,28,"orange","medusae","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous_Active",308,"47  04.39 S","141  20.91 E","SOTS","RMT16","Lmeso","Day",2020-12-20 02:51:00,-46.9268333333333,"20/12/2020 2:51",-140.6515,-46.9575,-140.681333333333,"SOTS",2020-12-20 04:51:00,"20/12/2020 4:51",120,30.867284,3704.07408,59265.18528
"1497","in2020_v08",22,51,"Hydromedusa",NA,0.5,6,"weight",NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous_Active",308,"47  04.39 S","141  20.91 E","SOTS","RMT16","Lmeso","Day",2020-12-20 02:51:00,-46.9268333333333,"20/12/2020 2:51",-140.6515,-46.9575,-140.681333333333,"SOTS",2020-12-20 04:51:00,"20/12/2020 4:51",120,30.867284,3704.07408,59265.18528
"1498","in2020_v08",22,52,"Larval Fish",NA,0.5,4,"weight",NA,"-20 degC",NA,"Plastic Bag","Fish","Fish",308,"47  04.39 S","141  20.91 E","SOTS","RMT16","Lmeso","Day",2020-12-20 02:51:00,-46.9268333333333,"20/12/2020 2:51",-140.6515,-46.9575,-140.681333333333,"SOTS",2020-12-20 04:51:00,"20/12/2020 4:51",120,30.867284,3704.07408,59265.18528
"1499","in2020_v08",22,67,"Hydromedusa",NA,5,2,"pink-burgundry","medusa","Ambient","Formaldehyde","Cryovial","Medusa","Gelatinous_Active",308,"47  04.39 S","141  20.91 E","SOTS","RMT16","Lmeso","Day",2020-12-20 02:51:00,-46.9268333333333,"20/12/2020 2:51",-140.6515,-46.9575,-140.681333333333,"SOTS",2020-12-20 04:51:00,"20/12/2020 4:51",120,30.867284,3704.07408,59265.18528
"1500","in2020_v08",23,1,"Salpa thompsoni - solitary",NA,56,2,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",423,"55  54.19 S","139  08.73 E","55S","RMT16","Epi","Day",2020-12-24 02:49:00,-54.0968333333333,"24/12/2020 2:49",-138.8545,-54.0986666666667,-138.881,"55S",2020-12-24 03:29:00,"24/12/2020 3:29",40,30.867284,1234.69136,19755.06176
"1501","in2020_v08",23,3,"Salpa thompsoni - aggregate",NA,148,75,"salp","#1","-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",423,"55  54.19 S","139  08.73 E","55S","RMT16","Epi","Day",2020-12-24 02:49:00,-54.0968333333333,"24/12/2020 2:49",-138.8545,-54.0986666666667,-138.881,"55S",2020-12-24 03:29:00,"24/12/2020 3:29",40,30.867284,1234.69136,19755.06176
"1502","in2020_v08",23,6,"Salpa thompsoni - solitary juv",NA,1,2,"solitary","form","Ambient","Formaldehyde","McCarthy Vial","Tunicates","Tunicates",423,"55  54.19 S","139  08.73 E","55S","RMT16","Epi","Day",2020-12-24 02:49:00,-54.0968333333333,"24/12/2020 2:49",-138.8545,-54.0986666666667,-138.881,"55S",2020-12-24 03:29:00,"24/12/2020 3:29",40,30.867284,1234.69136,19755.06176
"1503","in2020_v08",23,7,"Salpa thompsoni - aggregate",NA,180,NA,"salp","#1",NA,"discarded onboard",NA,"Tunicates","Tunicates",423,"55  54.19 S","139  08.73 E","55S","RMT16","Epi","Day",2020-12-24 02:49:00,-54.0968333333333,"24/12/2020 2:49",-138.8545,-54.0986666666667,-138.881,"55S",2020-12-24 03:29:00,"24/12/2020 3:29",40,30.867284,1234.69136,19755.06176
"1504","in2020_v08",23,8,"Salpa thompsoni - solitary",NA,1,1,"solitary",NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",423,"55  54.19 S","139  08.73 E","55S","RMT16","Epi","Day",2020-12-24 02:49:00,-54.0968333333333,"24/12/2020 2:49",-138.8545,-54.0986666666667,-138.881,"55S",2020-12-24 03:29:00,"24/12/2020 3:29",40,30.867284,1234.69136,19755.06176
"1505","in2020_v08",23,12,"Spongiobranchaea australis",NA,0.5,7,NA,NA,"-20 degC",NA,"Plastic Bag","Gymnosome","other",423,"55  54.19 S","139  08.73 E","55S","RMT16","Epi","Day",2020-12-24 02:49:00,-54.0968333333333,"24/12/2020 2:49",-138.8545,-54.0986666666667,-138.881,"55S",2020-12-24 03:29:00,"24/12/2020 3:29",40,30.867284,1234.69136,19755.06176
"1506","in2020_v08",23,13,"Larval Fish",NA,0.5,6,NA,NA,"-20 degC",NA,"Plastic Bag","Fish","Fish",423,"55  54.19 S","139  08.73 E","55S","RMT16","Epi","Day",2020-12-24 02:49:00,-54.0968333333333,"24/12/2020 2:49",-138.8545,-54.0986666666667,-138.881,"55S",2020-12-24 03:29:00,"24/12/2020 3:29",40,30.867284,1234.69136,19755.06176
"1507","in2020_v08",23,19,"Hydromedusa",NA,1,1,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Medusa","Gelatinous_Active",423,"55  54.19 S","139  08.73 E","55S","RMT16","Epi","Day",2020-12-24 02:49:00,-54.0968333333333,"24/12/2020 2:49",-138.8545,-54.0986666666667,-138.881,"55S",2020-12-24 03:29:00,"24/12/2020 3:29",40,30.867284,1234.69136,19755.06176
"1508","in2020_v08",23,21,"Hydromedusa",NA,19,5,"medusa","#1","Ambient","Formaldehyde","McCarthy Vial","Medusa","Gelatinous_Active",423,"55  54.19 S","139  08.73 E","55S","RMT16","Epi","Day",2020-12-24 02:49:00,-54.0968333333333,"24/12/2020 2:49",-138.8545,-54.0986666666667,-138.881,"55S",2020-12-24 03:29:00,"24/12/2020 3:29",40,30.867284,1234.69136,19755.06176
"1509","in2020_v08",24,1,"Salpa thompsoni - solitary juv",NA,1,9,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",465,"55  53.88 S","139  05.43 E","55S","RMT16","Meso","Day",2020-12-24 05:38:00,-54.102,"24/12/2020 5:38",-138.9095,-54.1038333333333,-138.936666666667,"55S",2020-12-24 06:18:00,"24/12/2020 6:18",40,30.867284,1234.69136,19755.06176
"1510","in2020_v08",24,8,"Hydromedusa",NA,17,7,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous_Active",465,"55  53.88 S","139  05.43 E","55S","RMT16","Meso","Day",2020-12-24 05:38:00,-54.102,"24/12/2020 5:38",-138.9095,-54.1038333333333,-138.936666666667,"55S",2020-12-24 06:18:00,"24/12/2020 6:18",40,30.867284,1234.69136,19755.06176
"1511","in2020_v08",24,12,"Salpa thompsoni - solitary",NA,100,12,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Tunicates","Tunicates",465,"55  53.88 S","139  05.43 E","55S","RMT16","Meso","Day",2020-12-24 05:38:00,-54.102,"24/12/2020 5:38",-138.9095,-54.1038333333333,-138.936666666667,"55S",2020-12-24 06:18:00,"24/12/2020 6:18",40,30.867284,1234.69136,19755.06176
"1512","in2020_v08",24,14,"Salpa thompsoni - aggregate",NA,2943,NA,"subsample","100g","-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",465,"55  53.88 S","139  05.43 E","55S","RMT16","Meso","Day",2020-12-24 05:38:00,-54.102,"24/12/2020 5:38",-138.9095,-54.1038333333333,-138.936666666667,"55S",2020-12-24 06:18:00,"24/12/2020 6:18",40,30.867284,1234.69136,19755.06176
"1513","in2020_v08",24,15,"Spongiobranchaea australis",NA,2,24,NA,NA,"-20 degC",NA,"Plastic Bag","Gymnosome","other",465,"55  53.88 S","139  05.43 E","55S","RMT16","Meso","Day",2020-12-24 05:38:00,-54.102,"24/12/2020 5:38",-138.9095,-54.1038333333333,-138.936666666667,"55S",2020-12-24 06:18:00,"24/12/2020 6:18",40,30.867284,1234.69136,19755.06176
"1514","in2020_v08",25,5,"Spongiobranchaea australis",NA,1,46,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Gymnosome","other",466,"55  47.21 S","138  51.64 E","55S","RMT16","Meso","Night",2020-12-24 17:00:00,-54.2131666666667,"24/12/2020 17:00",-137.139333333333,-54.2136666666667,-137.138666666667,"55S",2020-12-24 17:40:00,"24/12/2020 17:40",40,30.867284,1234.69136,19755.06176
"1515","in2020_v08",25,8,"remainder",NA,185,NA,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Tunicates","Tunicates",466,"55  47.21 S","138  51.64 E","55S","RMT16","Meso","Night",2020-12-24 17:00:00,-54.2131666666667,"24/12/2020 17:00",-137.139333333333,-54.2136666666667,-137.138666666667,"55S",2020-12-24 17:40:00,"24/12/2020 17:40",40,30.867284,1234.69136,19755.06176
"1516","in2020_v08",25,9,"Hydromedusa",NA,0.5,1,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Medusa","Gelatinous_Active",466,"55  47.21 S","138  51.64 E","55S","RMT16","Meso","Night",2020-12-24 17:00:00,-54.2131666666667,"24/12/2020 17:00",-137.139333333333,-54.2136666666667,-137.138666666667,"55S",2020-12-24 17:40:00,"24/12/2020 17:40",40,30.867284,1234.69136,19755.06176
"1517","in2020_v08",25,12,"Salpa thompsoni - aggregate",NA,1115,323,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",466,"55  47.21 S","138  51.64 E","55S","RMT16","Meso","Night",2020-12-24 17:00:00,-54.2131666666667,"24/12/2020 17:00",-137.139333333333,-54.2136666666667,-137.138666666667,"55S",2020-12-24 17:40:00,"24/12/2020 17:40",40,30.867284,1234.69136,19755.06176
"1518","in2020_v08",25,13,"Salpa thompsoni - aggregate",NA,18,93,"small",NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",466,"55  47.21 S","138  51.64 E","55S","RMT16","Meso","Night",2020-12-24 17:00:00,-54.2131666666667,"24/12/2020 17:00",-137.139333333333,-54.2136666666667,-137.138666666667,"55S",2020-12-24 17:40:00,"24/12/2020 17:40",40,30.867284,1234.69136,19755.06176
"1519","in2020_v08",25,14,"Salpa thompsoni - aggregate",NA,200,42,"subsample","of","-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",466,"55  47.21 S","138  51.64 E","55S","RMT16","Meso","Night",2020-12-24 17:00:00,-54.2131666666667,"24/12/2020 17:00",-137.139333333333,-54.2136666666667,-137.138666666667,"55S",2020-12-24 17:40:00,"24/12/2020 17:40",40,30.867284,1234.69136,19755.06176
"1520","in2020_v08",25,15,"Salpa thompsoni - aggregate",NA,3,40,"small;","subsample","Ambient","Formaldehyde","McCarthy Vial","Tunicates","Tunicates",466,"55  47.21 S","138  51.64 E","55S","RMT16","Meso","Night",2020-12-24 17:00:00,-54.2131666666667,"24/12/2020 17:00",-137.139333333333,-54.2136666666667,-137.138666666667,"55S",2020-12-24 17:40:00,"24/12/2020 17:40",40,30.867284,1234.69136,19755.06176
"1521","in2020_v08",25,16,"Aphicaryon acaule",NA,449,NA,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous_Active",466,"55  47.21 S","138  51.64 E","55S","RMT16","Meso","Night",2020-12-24 17:00:00,-54.2131666666667,"24/12/2020 17:00",-137.139333333333,-54.2136666666667,-137.138666666667,"55S",2020-12-24 17:40:00,"24/12/2020 17:40",40,30.867284,1234.69136,19755.06176
"1522","in2020_v08",25,18,"Salpa thompsoni - solitary juv",NA,0.5,2,"wet","weight","Ambient","Formaldehyde","McCarthy Vial","Tunicates","Tunicates",466,"55  47.21 S","138  51.64 E","55S","RMT16","Meso","Night",2020-12-24 17:00:00,-54.2131666666667,"24/12/2020 17:00",-137.139333333333,-54.2136666666667,-137.138666666667,"55S",2020-12-24 17:40:00,"24/12/2020 17:40",40,30.867284,1234.69136,19755.06176
"1523","in2020_v08",25,19,"Hydromedusa",NA,1,2,NA,NA,"Ambient","Formaldehyde","McCarthy Vial","Medusa","Gelatinous_Active",466,"55  47.21 S","138  51.64 E","55S","RMT16","Meso","Night",2020-12-24 17:00:00,-54.2131666666667,"24/12/2020 17:00",-137.139333333333,-54.2136666666667,-137.138666666667,"55S",2020-12-24 17:40:00,"24/12/2020 17:40",40,30.867284,1234.69136,19755.06176
"1524","in2020_v08",25,23,"Salpa thompsoni - solitary",NA,320,3,"unidentified;","soestia","-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",466,"55  47.21 S","138  51.64 E","55S","RMT16","Meso","Night",2020-12-24 17:00:00,-54.2131666666667,"24/12/2020 17:00",-137.139333333333,-54.2136666666667,-137.138666666667,"55S",2020-12-24 17:40:00,"24/12/2020 17:40",40,30.867284,1234.69136,19755.06176
"1525","in2020_v08",25,31,"Larval Fish",NA,0.5,5,"wet","weight","Ambient","Formaldehyde","McCarthy Vial","Fish","Fish",466,"55  47.21 S","138  51.64 E","55S","RMT16","Meso","Night",2020-12-24 17:00:00,-54.2131666666667,"24/12/2020 17:00",-137.139333333333,-54.2136666666667,-137.138666666667,"55S",2020-12-24 17:40:00,"24/12/2020 17:40",40,30.867284,1234.69136,19755.06176
"1526","in2020_v08",26,6,"Larval Fish",NA,0.5,1,"white","larval",NA,"discarded onboard",NA,"Fish","Fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527","in2020_v08",26,7,"Hydromedusa",NA,0.5,2,"Red","colour;","Ambient","Formaldehyde","McCarthy Vial","Medusa","Gelatinous_Active",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528","in2020_v08",26,9,"Spongiobranchaea australis",NA,2,7,NA,NA,NA,"discarded onboard",NA,"Gymnosome","other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529","in2020_v08",26,20,"Salpa thompsoni - aggregate",NA,120,100,"count","and",NA,"discarded onboard",NA,"Tunicates","Tunicates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1530","in2020_v08",26,28,"Salpa thompsoni - aggregate",NA,1,9,NA,NA,NA,"discarded onboard",NA,"Tunicates","Tunicates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531","in2020_v08",26,29,"Salpa thompsoni - solitary",NA,4,1,NA,NA,"Ambient","discarded onboard",NA,"Tunicates","Tunicates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1532","in2020_v08",26,31,"remainder",NA,55,NA,NA,NA,"Ambient","discarded onboard",NA,"Tunicates","Tunicates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533","in2020_v08",27,5,"Larval Fish",NA,0.5,15,"1.2-1.5","cm","Ambient","Formaldehyde",NA,"Fish","Fish",468,"55  50.75 S","138  59.51 E","55S","RMT16","Epi","Night",2020-12-25 13:23:00,-54.1541666666667,"25/12/2020 13:23",-137.008166666667,-54.1561666666667,-137.032166666667,"55S",2020-12-25 14:03:00,"25/12/2020 14:03",40,30.867284,1234.69136,19755.06176
"1534","in2020_v08",27,10,"Hydromedusa",NA,46,15,"Clear","medusa,","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous_Active",468,"55  50.75 S","138  59.51 E","55S","RMT16","Epi","Night",2020-12-25 13:23:00,-54.1541666666667,"25/12/2020 13:23",-137.008166666667,-54.1561666666667,-137.032166666667,"55S",2020-12-25 14:03:00,"25/12/2020 14:03",40,30.867284,1234.69136,19755.06176
"1535","in2020_v08",27,12,"Salpa thompsoni - aggregate",NA,7690,NA,"not","counted","-20 degC",NA,NA,"Tunicates","Tunicates",468,"55  50.75 S","138  59.51 E","55S","RMT16","Epi","Night",2020-12-25 13:23:00,-54.1541666666667,"25/12/2020 13:23",-137.008166666667,-54.1561666666667,-137.032166666667,"55S",2020-12-25 14:03:00,"25/12/2020 14:03",40,30.867284,1234.69136,19755.06176
"1536","in2020_v08",27,14,"Salpa thompsoni - solitary juv",NA,NA,NA,"Solitary","form,","-20 degC",NA,NA,"Tunicates","Tunicates",468,"55  50.75 S","138  59.51 E","55S","RMT16","Epi","Night",2020-12-25 13:23:00,-54.1541666666667,"25/12/2020 13:23",-137.008166666667,-54.1561666666667,-137.032166666667,"55S",2020-12-25 14:03:00,"25/12/2020 14:03",40,30.867284,1234.69136,19755.06176
"1537","in2020_v08",27,18,"Salpa thompsoni - solitary juv",NA,0.5,1,NA,NA,"Ambient","Formaldehyde",NA,"Tunicates","Tunicates",468,"55  50.75 S","138  59.51 E","55S","RMT16","Epi","Night",2020-12-25 13:23:00,-54.1541666666667,"25/12/2020 13:23",-137.008166666667,-54.1561666666667,-137.032166666667,"55S",2020-12-25 14:03:00,"25/12/2020 14:03",40,30.867284,1234.69136,19755.06176
"1538","in2020_v08",27,24,"remainder",NA,5020,NA,"mostly","Salpa",NA,"discarded onboard",NA,"Tunicates","Tunicates",468,"55  50.75 S","138  59.51 E","55S","RMT16","Epi","Night",2020-12-25 13:23:00,-54.1541666666667,"25/12/2020 13:23",-137.008166666667,-54.1561666666667,-137.032166666667,"55S",2020-12-25 14:03:00,"25/12/2020 14:03",40,30.867284,1234.69136,19755.06176
"1539","in2020_v08",27,29,"Hydromedusa",NA,NA,NA,"Clear","Medusa","Ambient","Formaldehyde",NA,"Medusa","Gelatinous_Active",468,"55  50.75 S","138  59.51 E","55S","RMT16","Epi","Night",2020-12-25 13:23:00,-54.1541666666667,"25/12/2020 13:23",-137.008166666667,-54.1561666666667,-137.032166666667,"55S",2020-12-25 14:03:00,"25/12/2020 14:03",40,30.867284,1234.69136,19755.06176
"1540","in2020_v08",27,32,"Larval Fish",NA,0.5,36,"all","~1.2-1.5","Ambient","Ethanol 70%",NA,"Fish","Fish",468,"55  50.75 S","138  59.51 E","55S","RMT16","Epi","Night",2020-12-25 13:23:00,-54.1541666666667,"25/12/2020 13:23",-137.008166666667,-54.1561666666667,-137.032166666667,"55S",2020-12-25 14:03:00,"25/12/2020 14:03",40,30.867284,1234.69136,19755.06176
"1541","in2020_v08",27,33,"eggs",NA,NA,NA,"round","eggs",NA,"Formaldehyde",NA,"Other","other",468,"55  50.75 S","138  59.51 E","55S","RMT16","Epi","Night",2020-12-25 13:23:00,-54.1541666666667,"25/12/2020 13:23",-137.008166666667,-54.1561666666667,-137.032166666667,"55S",2020-12-25 14:03:00,"25/12/2020 14:03",40,30.867284,1234.69136,19755.06176
"1542","in2020_v08",28,19,"Hydromedusa",NA,2,3,"Orange","triangle","-20 degC",NA,NA,"Medusa","Gelatinous_Active",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"1543","in2020_v08",28,24,"Asellota",NA,0.5,3,"Aosellota",NA,"-20 degC",NA,"Plastic Bag","Isopods","Crustaceans",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"1544","in2020_v08",28,25,"Hydromedusa",NA,30,22,"burgundy","colour","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous_Active",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"1545","in2020_v08",28,27,"Hydromedusa",NA,2,7,"orange",NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous_Active",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"1546","in2020_v08",28,28,"Salpa thompsoni - solitary",NA,75,4,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"1547","in2020_v08",28,29,"Spongiobranchaea australis",NA,2,22,NA,NA,"-20 degC",NA,"Plastic Bag","Gymnosome","other",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"1548","in2020_v08",28,36,"Salpa thompsoni - aggregate",NA,90,68,NA,NA,"-20 degC",NA,NA,"Tunicates","Tunicates",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"1549","in2020_v08",28,44,"Eusirella spp",NA,1,2,NA,NA,"-20 degC",NA,NA,"Copepod","Crustaceans",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"1550","in2020_v08",28,54,"Pelagic worm",NA,3,1,NA,NA,"-20 degC",NA,NA,"Other","other",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"1551","in2020_v08",28,55,"Pelagic worm",NA,0.5,3,NA,NA,"-20 degC",NA,NA,"Other","other",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"1552","in2020_v08",28,57,"Hydromedusa",NA,10,NA,NA,NA,"-20 degC",NA,NA,"Medusa","Gelatinous_Active",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"1553","in2020_v08",28,58,"Red Gelatinous",NA,121,NA,NA,NA,"-20 degC",NA,NA,"Siphonophore","Gelatinous_Active",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"1554","in2020_v08",29,22,"Salpa thompsoni - solitary",NA,61,3,"solitary",NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",523,"55  47.02 S","138  34.82 E","55S","RMT16","Lmeso","Night",2020-12-26 15:44:00,-54.2163333333333,"26/12/2020 15:44",-137.419666666667,-54.2151666666667,-137.103166666667,"55S",2020-12-26 17:44:00,"26/12/2020 17:44",120,30.867284,3704.07408,59265.18528
"1555","in2020_v08",29,23,"Salpa thompsoni - aggregate",NA,378,60,"aggregate",NA,"-20 degC",NA,"Plastic Bag","Tunicates","Tunicates",523,"55  47.02 S","138  34.82 E","55S","RMT16","Lmeso","Night",2020-12-26 15:44:00,-54.2163333333333,"26/12/2020 15:44",-137.419666666667,-54.2151666666667,-137.103166666667,"55S",2020-12-26 17:44:00,"26/12/2020 17:44",120,30.867284,3704.07408,59265.18528
