"","Voyage","Deployment","Acc","Taxa","CAAB","weight_g","Count","sub","comment","Storage_temp","Preservative","Container name","ACat","Taxa_Groups"
"577","in2020_v08",28,48,"Halicreas minimum",11086002,26,14,NA,NA,"-20 degC",NA,NA,"Medusa","Gelatinous"
"578","in2020_v08",29,75,"Halicreas minimum",11086002,NA,5,"subsample","of","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"579","in2020_v08",30,54,"Halicreas minimum",11086002,5,5,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"580","in2020_v08",36,11,"Halicreas minimum",11086002,40,21,NA,NA,"-20 degC",NA,NA,"Medusa","Gelatinous"
"581","in2020_v08",41,20,"Halicreas minimum",11086002,51,19,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"582","in2020_v08",47,20,"Halicreas minimum",11086002,28,20,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"583","in2020_v08",52,7,"Halicreas minimum",11086002,14,12,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"584","in2020_v08",42,28,"Halicreatidae - undifferentiated",11086000,44,11,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"585","in2020_v08",35,52,"Pegantha spp.",11083901,45,3,"Peganatha-","like","-20 degC",NA,NA,"Medusa","Gelatinous"
"586","in2020_v08",42,38,"Pegantha spp.",11083901,20,1,"pegantha-","like","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"587","in2020_v08",47,13,"Pegantha spp.",11083901,69,2,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"588","in2020_v08",7,13,"Pegantha rubiginosa",11083001,40,2,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"589","in2020_v08",14,15,"Pegantha rubiginosa",11083001,12,1,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"590","in2020_v08",28,8,"Pegantha rubiginosa",11083001,95,6,NA,NA,"-20 degC",NA,NA,"Medusa","Gelatinous"
"591","in2020_v08",29,3,"Pegantha rubiginosa",11083001,128,3,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"592","in2020_v08",36,14,"Pegantha rubiginosa",11083001,45,1,NA,NA,"-20 degC",NA,NA,"Medusa","Gelatinous"
"593","in2020_v08",41,31,"Pegantha rubiginosa",11083001,38,1,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"594","in2020_v08",1,22,"Solmissus spp.",11082902,30,3,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"595","in2020_v08",2,12,"Solmissus spp.",11082902,16,4,NA,NA,"-20 degC",NA,"McCarthy Vial","Medusa","Gelatinous"
"596","in2020_v08",3,7,"Solmissus spp.",11082902,10,2,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"597","in2020_v08",4,3,"Solmissus spp.",11082902,11,3,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"598","in2020_v08",5,24,"Solmissus spp.",11082902,120,21,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"599","in2020_v08",7,15,"Solmissus spp.",11082902,300,32,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"600","in2020_v08",8,3,"Solmissus spp.",11082902,21,30,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"601","in2020_v08",10,8,"Solmissus spp.",11082902,4,1,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"602","in2020_v08",11,11,"Solmissus spp.",11082902,280,56,"n=","160","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"603","in2020_v08",12,28,"Solmissus spp.",11082902,13,7,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"604","in2020_v08",13,40,"Solmissus spp.",11082902,99,11,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"605","in2020_v08",14,29,"Solmissus spp.",11082902,106,11,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"606","in2020_v08",16,23,"Solmissus spp.",11082902,40,3,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"607","in2020_v08",18,2,"Solmissus spp.",11082902,20,10,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"608","in2020_v08",19,2,"Solmissus spp.",11082902,55,9,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"609","in2020_v08",21,18,"Solmissus spp.",11082902,19,5,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"610","in2020_v08",22,11,"Solmissus spp.",11082902,175,NA,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"611","in2020_v08",38,13,"Cuninidae - undifferentiated",11082000,60,2,"Solmissus","like","-20 degC",NA,NA,"Medusa","Gelatinous"
"612","in2020_v08",28,56,"Calycopsis spp.",11039901,5,NA,NA,NA,"-20 degC",NA,NA,"Medusa","Gelatinous"
"613","in2020_v08",46,46,"Calycopsis spp.",11039901,3,1,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"614","in2020_v08",41,39,"Danaella mimonectus",905308,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Other","other"
"615","in2020_v08",5,28,"remainder",NA,330,NA,NA,NA,"-20 degC","discarded onboard","Plastic Bag","Tunicates","Gelatinous"
"616","in2020_v08",14,34,"Hydromedusa",NA,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"617","in2020_v08",16,19,"Hydromedusa",NA,45,1,"Baubly","Lobed","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"618","in2020_v08",16,20,"Hydromedusa",NA,9,9,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"619","in2020_v08",22,49,"Hydromedusa",NA,0.5,19,"burgundery","colour","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"620","in2020_v08",22,50,"Hydromedusa",NA,16,28,"orange","medusae","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"621","in2020_v08",22,51,"Hydromedusa",NA,0.5,6,"weight",NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"622","in2020_v08",23,1,"Salpa thompsoni - solitary",NA,56,2,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"623","in2020_v08",23,3,"Salpa thompsoni - aggregate",NA,148,75,"salp","#1","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"624","in2020_v08",23,8,"Salpa thompsoni - solitary",NA,1,1,"solitary",NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"625","in2020_v08",23,12,"Spongiobranchaea australis",NA,0.5,7,NA,NA,"-20 degC",NA,"Plastic Bag","Gymnosome","other"
"626","in2020_v08",24,1,"Salpa thompsoni - solitary juv",NA,1,9,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"627","in2020_v08",24,8,"Hydromedusa",NA,17,7,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"628","in2020_v08",24,14,"Salpa thompsoni - aggregate",NA,2943,NA,"subsample","100g","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"629","in2020_v08",24,15,"Spongiobranchaea australis",NA,2,24,NA,NA,"-20 degC",NA,"Plastic Bag","Gymnosome","other"
"630","in2020_v08",25,12,"Salpa thompsoni - aggregate",NA,1115,323,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"631","in2020_v08",25,13,"Salpa thompsoni - aggregate",NA,18,93,"small",NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"632","in2020_v08",25,14,"Salpa thompsoni - aggregate",NA,200,42,"subsample","of","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"633","in2020_v08",25,23,"Salpa thompsoni - solitary",NA,320,3,"unidentified;","soestia","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"634","in2020_v08",27,10,"Hydromedusa",NA,46,15,"Clear","medusa,","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"635","in2020_v08",27,12,"Salpa thompsoni - aggregate",NA,7690,NA,"not","counted","-20 degC",NA,NA,"Tunicates","Gelatinous"
"636","in2020_v08",27,14,"Salpa thompsoni - solitary juv",NA,NA,NA,"Solitary","form,","-20 degC",NA,NA,"Tunicates","Gelatinous"
"637","in2020_v08",28,19,"Hydromedusa",NA,2,3,"Orange","triangle","-20 degC",NA,NA,"Medusa","Gelatinous"
"638","in2020_v08",28,25,"Hydromedusa",NA,30,22,"burgundy","colour","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"639","in2020_v08",28,27,"Hydromedusa",NA,2,7,"orange",NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"640","in2020_v08",28,28,"Salpa thompsoni - solitary",NA,75,4,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"641","in2020_v08",28,29,"Spongiobranchaea australis",NA,2,22,NA,NA,"-20 degC",NA,"Plastic Bag","Gymnosome","other"
"642","in2020_v08",28,36,"Salpa thompsoni - aggregate",NA,90,68,NA,NA,"-20 degC",NA,NA,"Tunicates","Gelatinous"
"643","in2020_v08",28,44,"Eusirella spp",NA,1,2,NA,NA,"-20 degC",NA,NA,"Copepod","Crustacean"
"644","in2020_v08",28,57,"Hydromedusa",NA,10,NA,NA,NA,"-20 degC",NA,NA,"Medusa","Gelatinous"
"645","in2020_v08",29,22,"Salpa thompsoni - solitary",NA,61,3,"solitary",NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"646","in2020_v08",29,23,"Salpa thompsoni - aggregate",NA,378,60,"aggregate",NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"647","in2020_v08",29,24,"Spongiobranchaea australis",NA,3,41,"black",NA,"-20 degC",NA,"Plastic Bag","Gymnosome","other"
"648","in2020_v08",29,37,"remainder",NA,1050,NA,NA,NA,"-20 degC","Ethanol 95%","Plastic Bag","Tunicates","Gelatinous"
"649","in2020_v08",29,42,"Hydromedusa",NA,50,23,"burgundy",NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"650","in2020_v08",30,10,"Eusirella spp",NA,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Copepod","Crustacean"
"651","in2020_v08",30,21,"Spongiobranchaea australis",NA,0.5,4,"<","1","-20 degC",NA,"Plastic Bag","Gymnosome","other"
"652","in2020_v08",30,34,"Hydromedusa",NA,12,5,"burgundy",NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"653","in2020_v08",30,40,"Hydromedusa",NA,0.5,1,"orange","medusa","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"654","in2020_v08",30,41,"Hydromedusa",NA,0.5,1,"pink","colour","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"655","in2020_v08",30,50,"Salpa thompsoni - solitary juv",NA,2,6,"solitary",NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"656","in2020_v08",30,52,"Salpa thompsoni - solitary",NA,2,1,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"657","in2020_v08",30,53,"Salpa thompsoni - aggregate",NA,157,134,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"658","in2020_v08",31,4,"Salpa thompsoni - solitary",NA,136,6,"solitary",NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"659","in2020_v08",31,5,"Salpa thompsoni - aggregate",NA,1780,593,"half","were","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"660","in2020_v08",31,24,"Spongiobranchaea australis",NA,0.5,2,"<","1","-20 degC",NA,"Plastic Bag","Gymnosome","other"
"661","in2020_v08",32,11,"Hydromedusa",NA,30,20,"mix",NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"662","in2020_v08",32,13,"Salpa thompsoni - solitary juv",NA,17,4,"8","banded;","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"663","in2020_v08",32,14,"Spongiobranchaea australis",NA,0.5,45,"<","1","-20 degC",NA,"Plastic Bag","Gymnosome","other"
"664","in2020_v08",32,21,"Salpa thompsoni - solitary",NA,177,100,"subsample","of","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"665","in2020_v08",33,8,"Salpa thompsoni - aggregate",NA,773,432,"100","=","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"666","in2020_v08",33,11,"Spongiobranchaea australis",NA,1,4,NA,NA,"-20 degC",NA,"Plastic Bag","Gymnosome","other"
"667","in2020_v08",34,16,"Salpa thompsoni - aggregate",NA,515,284,"100","frozen,","-20 degC",NA,NA,"Tunicates","Gelatinous"
"668","in2020_v08",34,17,"Salpa thompsoni - solitary",NA,70,5,"Solitary","form","-20 degC",NA,NA,"Tunicates","Gelatinous"
"669","in2020_v08",34,19,"Hydromedusa",NA,35,2,"Large","clear","-20 degC",NA,NA,"Medusa","Gelatinous"
"670","in2020_v08",34,20,"Hydromedusa",NA,1,1,"Small","clear","-20 degC",NA,NA,"Medusa","Gelatinous"
"671","in2020_v08",35,27,"Salpa thompsoni - aggregate",NA,2165,800,"total","weight","-20 degC",NA,NA,"Tunicates","Gelatinous"
"672","in2020_v08",35,31,"Salpa thompsoni - solitary",NA,190,10,"solitary","form","-20 degC",NA,NA,"Tunicates","Gelatinous"
"673","in2020_v08",35,51,"Salpa thompsoni - solitary juv",NA,30,38,"8-banded","salp","-20 degC",NA,NA,"Tunicates","Gelatinous"
"674","in2020_v08",36,7,"Hydromedusa",NA,31,83,"orange","triangle","-20 degC",NA,NA,"Medusa","Gelatinous"
"675","in2020_v08",36,8,"Hydromedusa",NA,4,18,"orange","(morning","-20 degC",NA,NA,"Medusa","Gelatinous"
"676","in2020_v08",36,9,"Hydromedusa",NA,30,16,"burgandy","(morning)","-20 degC",NA,NA,"Medusa","Gelatinous"
"677","in2020_v08",36,10,"Salpa thompsoni - solitary",NA,25,1,NA,NA,"-20 degC",NA,NA,"Tunicates","Gelatinous"
"678","in2020_v08",36,36,"Eusirella spp",NA,1,2,NA,NA,"-20 degC",NA,NA,"Copepod","Crustacean"
"679","in2020_v08",36,39,"Spongiobranchaea australis",NA,4,16,NA,NA,"-20 degC",NA,NA,"Gymnosome","other"
"680","in2020_v08",36,50,"Salpa thompsoni - aggregate",NA,98,57,NA,NA,"-20 degC",NA,NA,"Tunicates","Gelatinous"
"681","in2020_v08",36,53,"Salpa thompsoni - aggregate",NA,6,4,NA,NA,"-20 degC",NA,NA,"Tunicates","Gelatinous"
"682","in2020_v08",36,54,"Salpa thompsoni - solitary juv",NA,1,7,NA,NA,"-20 degC",NA,NA,"Tunicates","Gelatinous"
"683","in2020_v08",37,6,"Salpa thompsoni - aggregate",NA,1240,161,"Aggregate.","300g","-20 degC",NA,NA,"Tunicates","Gelatinous"
"684","in2020_v08",37,10,"Hydromedusa",NA,35,16,"Clear","small","-20 degC",NA,NA,"Medusa","Gelatinous"
"685","in2020_v08",37,12,"Salpa thompsoni - solitary",NA,140,15,"Solitary","form.","-20 degC",NA,NA,"Tunicates","Gelatinous"
"686","in2020_v08",37,15,"Spongiobranchaea australis",NA,0.5,5,NA,NA,"-20 degC",NA,NA,"Gymnosome","other"
"687","in2020_v08",37,16,"Hydromedusa",NA,1,1,"clear,","large","-20 degC",NA,NA,"Medusa","Gelatinous"
"688","in2020_v08",37,30,"Salpa thompsoni - solitary juv",NA,30,28,"8-banded","salp.","-20 degC",NA,NA,"Tunicates","Gelatinous"
"689","in2020_v08",38,5,"Salpa thompsoni - solitary",NA,170,24,"solitary",NA,"-20 degC",NA,NA,"Tunicates","Gelatinous"
"690","in2020_v08",38,6,"Salpa thompsoni - solitary juv",NA,30,16,"8","banded","-20 degC",NA,NA,"Tunicates","Gelatinous"
"691","in2020_v08",38,10,"Spongiobranchaea australis",NA,0.5,5,"Spongiobranchaea","australis","-20 degC",NA,NA,"Gymnosome","other"
"692","in2020_v08",38,30,"Salpa thompsoni - aggregate",NA,227,NA,"subsample","#26","-20 degC",NA,NA,"Tunicates","Gelatinous"
"693","in2020_v08",39,1,"Salpa thompsoni - aggregate",NA,445,1995,"Total","weight","-20 degC",NA,NA,"Tunicates","Gelatinous"
"694","in2020_v08",39,3,"Salpa thompsoni - solitary juv",NA,72,49,"8","banded","-20 degC",NA,NA,"Tunicates","Gelatinous"
"695","in2020_v08",39,6,"Salpa thompsoni - aggregate",NA,302,36,NA,NA,"-20 degC",NA,NA,"Tunicates","Gelatinous"
"696","in2020_v08",39,7,"Spongiobranchaea australis",NA,3,11,"Spongiobranchaea","australis","-20 degC",NA,NA,"Gymnosome","other"
"697","in2020_v08",39,16,"Hydromedusa",NA,18,4,NA,NA,"-20 degC",NA,NA,"Medusa","Gelatinous"
"698","in2020_v08",39,18,"Salpa thompsoni - solitary",NA,15,6,"slimy",NA,"-20 degC",NA,NA,"Tunicates","Gelatinous"
"699","in2020_v08",40,2,"Salpa thompsoni - aggregate",NA,1245,557,"aggregate",NA,"-20 degC",NA,NA,"Tunicates","Gelatinous"
"700","in2020_v08",40,9,"Salpa thompsoni - solitary juv",NA,19,38,"8","banded","-20 degC",NA,NA,"Tunicates","Gelatinous"
"701","in2020_v08",40,18,"Salpa thompsoni - solitary",NA,138,15,"Solitary",NA,"-20 degC",NA,NA,"Tunicates","Gelatinous"
"702","in2020_v08",41,4,"Hydromedusa",NA,12,23,"burgundy",NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"703","in2020_v08",41,12,"Hydromedusa",NA,2,26,"orange","small","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"704","in2020_v08",41,22,"Salpa thompsoni - solitary juv",NA,20,14,"8-banded","salp","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"705","in2020_v08",41,25,"Salpa thompsoni - aggregate",NA,120,50,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"706","in2020_v08",41,28,"Spongiobranchaea australis",NA,0.5,17,"<","1","-20 degC",NA,"Plastic Bag","Gymnosome","other"
"707","in2020_v08",42,17,"Salpa thompsoni - aggregate",NA,250,55,"aggregate",NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"708","in2020_v08",42,25,"Spongiobranchaea australis",NA,0.5,8,NA,NA,"-20 degC",NA,"Plastic Bag","Gymnosome","other"
"709","in2020_v08",42,29,"Salpa thompsoni - solitary",NA,65,2,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"710","in2020_v08",42,39,"Salpa thompsoni - solitary juv",NA,3,6,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"711","in2020_v08",42,52,"Hydromedusa",NA,11,13,"burgandy",NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"712","in2020_v08",43,2,"Salpa thompsoni - solitary",NA,11,1,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"713","in2020_v08",43,3,"Salpa thompsoni - aggregate",NA,118,39,"Salpa","Thompsoni","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"714","in2020_v08",44,2,"Spongiobranchaea australis",NA,1,10,NA,NA,"-20 degC",NA,"Plastic Bag","Gymnosome","other"
"715","in2020_v08",44,4,"Hydromedusa",NA,10,6,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"716","in2020_v08",44,13,"Salpa thompsoni - aggregate",NA,369,197,"Aggregate","form.","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"717","in2020_v08",44,14,"Salpa thompsoni - solitary",NA,169,107,"this","is","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"718","in2020_v08",44,16,"Salpa thompsoni - solitary juv",NA,88,87,"solitary","form.","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"719","in2020_v08",45,6,"Salpa thompsoni - solitary",NA,97,8,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"720","in2020_v08",45,8,"Salpa thompsoni - aggregate",NA,450,149,"aggregate","form","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"721","in2020_v08",45,9,"Salpa thompsoni - solitary juv",NA,27,24,"solitary","form","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"722","in2020_v08",45,22,"Hydromedusa",NA,20,9,"clear","medusa","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"723","in2020_v08",46,18,"Hydromedusa",NA,15,22,"burgundy","medusa,","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"724","in2020_v08",46,38,"Salpa thompsoni - solitary juv",NA,15,22,"8","Banded","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"725","in2020_v08",46,40,"Salpa thompsoni - solitary",NA,15,1,"Previously","thetys","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"726","in2020_v08",46,48,"Salpa thompsoni - aggregate",NA,770,245,"Salpa","Thompsoni","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"727","in2020_v08",47,15,"Salpa thompsoni - aggregate",NA,70,37,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"728","in2020_v08",47,21,"Salpa thompsoni - solitary",NA,18,4,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"729","in2020_v08",47,25,"Hydromedusa",NA,10,5,"burgandy",NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"730","in2020_v08",48,3,"Salpa thompsoni - aggregate",NA,240,50,"total","weight","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"731","in2020_v08",49,29,"Hydromedusa",NA,210,102,"clear","medusa","-20 degC",NA,NA,"Medusa","Gelatinous"
"732","in2020_v08",52,8,"Salpa thompsoni - aggregate",NA,102,54,"aggregate","form","-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"733","in2020_v08",52,9,"Salpa thompsoni - solitary",NA,52,6,NA,NA,"-20 degC",NA,"Plastic Bag","Tunicates","Gelatinous"
"734","in2020_v08",52,12,"Hydromedusa",NA,1,9,"orange",NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"735","in2020_v08",52,24,"Spongiobranchaea australis",NA,0.5,9,"<","1","-20 degC",NA,"Plastic Bag","Gymnosome","other"
